ID_CLIENTE,TOTAL_RECARGA,TOTAL_TRANSACCION_RECARGA,PRODUCTO_PRINCIPAL,FRECUENCY,MONETARY,RECENCY,EDAD,DIAS_CON,FLG_FELICIDAD
1876513,2300.0,4,3,2,3,1,22,228,1
1726274,150.0,1,3,2,5,1,29,310,1
1455258,20.0,1,6,5,5,1,27,0,0
873548,30.0,2,3,4,5,1,32,148,0
1546945,534.0,23,4,4,4,1,46,261,1
1409941,40.0,2,2,3,5,1,28,309,0
1303425,306.0,5,1,3,4,1,46,1566,1
1051988,40.0,2,6,3,5,1,34,319,0
682581,250.0,10,6,2,4,1,46,933,1
1692904,20.0,1,4,5,5,1,22,42,0
913513,200.0,1,4,4,4,1,39,1312,1
1204841,9000.0,3,3,3,2,1,32,806,1
1494847,784.0,24,3,1,3,1,30,552,1
1865873,60.0,3,3,2,5,1,41,219,0
1233640,40.0,2,2,4,5,1,35,671,0
2383657,20.0,1,4,4,5,1,20,64,1
2146913,15.0,1,1,5,5,1,19,81,0
1255613,50.0,1,4,5,5,1,41,374,1
1195177,300.0,3,3,2,4,1,24,897,1
1978232,861.0,24,3,1,3,1,27,147,0
471298,273.0,11,3,3,4,1,33,109,1
933010,120.0,8,3,2,5,1,41,1262,1
2413261,30.0,2,6,5,5,1,36,0,1
1500089,182.0,2,3,2,4,1,34,539,1
1034884,800.0,26,3,1,4,1,36,1306,1
2412517,30.0,2,6,5,5,1,23,37,0
1060596,360.0,6,3,2,4,1,24,1107,0
2381522,300.0,1,9,5,4,1,66,0,1
1296191,35.0,2,3,4,5,1,32,669,0
708050,50.0,3,3,3,5,1,35,311,1
2034912,100.0,1,4,5,4,1,41,54,1
2406136,300.0,1,3,5,4,1,32,3,1
1542192,20.0,1,2,5,5,1,23,77,0
571183,139.0,11,3,4,5,1,44,289,0
593736,65.0,1,2,4,5,1,45,1562,0
2141611,150.0,7,3,4,5,1,22,126,1
1650213,86.0,4,3,3,4,1,20,201,1
1245427,709.0,29,3,1,4,1,39,808,1
639460,45.0,3,3,2,5,1,38,1405,0
1629201,223.0,7,3,2,3,1,22,400,1
885589,2222.1,22,3,1,3,1,23,613,1
1891925,100.0,1,9,5,5,1,64,126,1
1635117,21.0,1,1,5,5,1,28,364,0
2394014,300.0,1,3,5,4,1,25,0,0
2401155,230.0,1,3,5,4,1,31,1,1
2025807,7477.0,18,3,2,2,1,36,149,1
1653600,20.0,1,3,2,5,1,33,130,1
1081736,4630.0,55,4,2,2,1,30,971,1
1022758,40.0,2,4,5,5,1,28,1110,1
1034110,26500.0,28,4,2,1,1,43,1039,1
2148431,101.0,1,3,5,4,1,30,43,1
1668694,20.0,1,1,5,5,1,27,133,0
1551770,275.0,12,3,3,4,1,26,482,1
1644414,20.0,1,3,4,5,1,26,82,1
1193905,20.0,1,3,3,4,1,28,896,1
2385182,15.0,1,4,3,5,1,67,15,1
1471822,90.0,4,3,1,5,1,34,575,1
1915967,40.0,1,3,4,4,1,45,197,0
2404929,300.0,1,3,4,4,1,36,4,1
1838692,248.0,6,4,2,3,1,39,232,1
1398480,60.0,1,6,5,5,1,29,649,0
2383172,20.0,1,3,4,5,1,29,2,0
1278895,100.0,1,3,3,4,1,45,690,1
2405459,270.0,1,3,5,4,1,32,7,1
582784,893.0,47,3,1,2,1,44,996,1
818564,30.0,2,3,2,5,1,34,1445,1
1194885,270.0,7,3,2,4,1,25,893,1
2405308,290.0,1,4,5,4,1,33,0,1
2396913,45.0,3,3,2,5,1,25,27,1
822434,10.0,1,6,5,5,1,46,1336,0
2089464,20.0,1,3,4,5,1,20,74,1
1602432,30.0,1,3,4,5,1,43,404,0
1437758,106.0,3,3,2,5,1,48,613,0
1462972,100.0,1,3,4,5,1,25,495,0
1373639,500.0,1,4,5,3,1,31,569,1
1772428,100.0,1,4,5,5,1,27,222,1
696914,120.0,6,1,3,5,1,37,648,0
1669824,20.0,1,3,3,5,1,30,307,1
613473,50.0,1,4,5,5,1,31,76,0
877464,563.0,15,4,2,3,1,38,1311,1
1447556,90.0,3,3,3,5,1,44,567,1
712867,100.0,3,3,4,5,1,35,1383,1
1878181,50.0,1,4,5,4,1,31,129,1
2384980,300.0,1,3,4,4,1,20,2,0
633859,100.0,1,6,5,5,1,40,893,1
863004,200.0,1,3,4,3,1,38,1358,0
1802399,100.0,1,4,5,5,1,25,200,1
1584660,726.0,12,3,1,3,1,35,442,1
1277015,150.0,8,9,2,4,1,31,772,1
2384084,300.0,1,3,5,4,1,26,2,1
1381694,1900.0,4,3,3,3,1,37,332,1
1027296,20.0,1,4,4,5,1,34,1106,0
583156,1007.0,43,3,1,4,1,40,1565,1
1693784,30.0,1,3,2,4,1,36,316,0
973581,50.0,1,3,5,5,1,36,1254,1
573494,20.0,1,3,4,5,1,50,1539,1
1457112,360.0,3,4,4,4,1,24,305,1
2056967,10.0,2,4,5,5,1,19,0,1
2146106,96.0,6,3,1,4,1,24,130,1
709392,870.0,13,3,3,3,1,41,1559,1
1919026,25.0,1,4,4,5,1,29,190,0
999210,180.0,3,7,4,4,1,43,1143,0
1147997,190.0,9,3,2,4,1,35,167,1
1992620,100.0,1,4,5,4,1,26,76,1
1951536,45.0,2,6,5,5,1,34,138,1
2410543,50.0,1,4,5,5,1,18,0,1
2375279,15.0,1,3,3,5,1,21,26,1
1283964,120.0,4,3,1,5,1,67,781,0
1884308,590.0,17,4,3,4,1,20,224,1
1999805,80.0,5,3,2,5,1,29,91,1
1541122,400.0,10,4,3,3,1,49,497,1
2104758,50.0,1,3,2,5,1,21,48,0
2049281,797.0,29,3,2,3,1,38,148,1
1252008,50.0,1,4,3,2,1,46,790,1
2387081,300.0,1,3,5,4,1,32,3,0
1555044,1330.0,45,9,2,3,1,30,303,1
746160,300.0,1,3,2,3,1,56,1415,1
1771219,100.0,1,9,5,5,1,20,213,1
1025682,739.0,25,4,4,4,1,51,1038,1
1702547,100.0,2,3,4,5,1,31,253,0
1066225,50.0,1,4,5,5,1,35,341,0
738790,370.0,9,4,3,3,1,64,1542,1
1576418,5335.0,51,3,1,3,1,40,367,1
894737,35.0,2,3,4,5,1,34,1319,0
2263026,415.0,6,4,4,3,1,24,32,1
2380732,40.0,2,3,2,5,1,45,24,1
874877,20.0,1,4,4,5,1,23,954,1
639182,20.0,4,3,3,5,1,41,848,1
806696,40.0,2,3,4,5,1,55,1438,1
2409752,130.0,1,3,5,5,1,44,1,1
1011292,2707.0,49,4,2,3,1,37,649,1
1495053,20.0,1,3,5,5,1,21,449,1
1966464,524.0,22,3,3,4,1,23,179,1
2412302,30.0,1,4,5,5,1,64,0,1
2142980,283.0,13,1,2,5,1,20,128,1
1997186,30.0,2,6,4,5,1,26,135,0
1658943,15.0,1,3,4,5,1,25,195,0
707253,4382.0,55,9,2,3,1,57,1551,1
1913231,69.0,4,3,2,5,1,25,210,0
1747287,23.0,2,3,4,5,1,27,25,1
1616252,240.0,5,7,3,5,1,29,294,1
1484573,245.0,9,3,3,5,1,28,548,1
709157,357.0,8,3,3,4,1,47,1569,0
1466585,3536.0,41,4,1,2,1,78,262,1
2400985,250.0,1,3,5,4,1,32,1,1
1477900,20.0,1,4,5,5,1,23,482,0
2403607,300.0,1,3,5,4,1,45,5,0
1933718,70.0,3,3,3,3,1,25,159,1
1282619,134.0,5,3,1,3,1,40,831,1
897147,20.0,1,6,4,5,1,47,1325,1
2031110,15.0,1,1,5,5,1,19,150,0
2063940,50.0,1,3,2,5,1,41,145,1
1592130,35.0,2,3,3,5,1,37,143,1
890658,20.0,1,4,5,5,1,24,1272,1
829033,80.0,4,3,3,5,1,35,1392,1
508618,155.0,3,4,2,4,1,25,1498,1
2155208,40.0,1,4,5,5,1,19,14,0
573007,120.0,4,3,3,5,1,25,1405,1
2081403,85.0,3,3,3,5,1,29,141,1
1127207,140.0,3,3,2,4,1,35,969,1
1272499,425.93,13,4,3,3,1,28,444,1
2398034,300.0,1,9,5,4,1,56,15,0
1201660,20.0,1,5,3,5,1,35,765,1
2101889,30.0,1,3,4,5,1,33,129,1
638387,84.0,2,3,4,4,1,43,1439,1
1112805,60.0,1,3,2,5,1,33,970,1
829550,377.0,6,3,3,4,1,29,1272,1
1275441,132.0,6,3,2,4,1,25,774,1
886431,2040.0,9,3,3,4,1,31,398,1
2091952,130.0,6,3,2,5,1,26,141,0
1768979,10.0,1,1,5,5,1,34,159,0
1732925,150.0,5,4,3,4,1,34,320,1
2365430,300.0,1,3,5,4,1,29,4,1
2090642,446.0,19,3,1,3,1,38,131,1
1077357,40.0,1,3,4,5,1,50,1008,0
1474611,20.0,1,3,2,5,1,26,566,1
2155743,30.0,2,4,4,5,1,36,104,1
590680,30.0,1,6,5,5,1,39,1443,1
2404213,15.0,1,6,5,5,1,31,3,0
1617245,65.0,5,3,3,4,1,25,414,1
771514,30050.0,18,3,1,1,1,33,1508,1
2391249,30.0,1,5,4,5,1,64,10,0
2389649,30.0,1,6,3,5,1,24,17,0
1999281,50.0,1,3,3,5,1,31,161,1
250076,120.0,2,3,4,5,1,35,1465,1
1067531,1120.0,13,4,3,4,1,33,1018,1
687881,1294.0,20,3,2,3,1,35,1405,1
1966911,60.0,4,3,3,5,1,20,127,1
1231225,2056.0,16,4,3,3,1,41,349,1
825895,338.0,14,5,1,4,1,41,1428,0
2405837,15.0,1,6,5,5,1,22,0,0
1891361,101.0,1,9,5,5,1,38,126,1
1638913,250.0,7,4,4,3,1,33,382,1
1621604,3150.0,14,3,2,3,1,29,409,0
2381837,60.0,3,3,3,5,1,32,92,0
2150287,25.0,2,4,5,5,1,30,14,1
1371246,40.0,1,3,3,5,1,43,674,1
715379,379.0,7,3,2,3,1,24,128,1
1867406,101.0,1,9,5,4,1,47,144,1
2397431,300.0,1,3,5,4,1,44,1,0
900992,620.0,9,3,2,4,1,57,1334,1
2374908,20.0,1,3,4,5,1,62,10,1
1275592,300.0,15,4,3,5,1,44,564,1
1974117,40.0,2,3,2,4,1,30,138,0
2403575,30.0,1,4,4,5,1,24,3,1
2385179,20.0,1,3,5,5,1,37,1,1
1747335,910.0,12,3,1,1,1,54,315,1
2400252,300.0,1,3,4,4,1,38,6,1
1472478,30.0,2,6,5,5,1,35,503,0
1459879,20.0,1,3,3,5,1,45,162,1
2103555,15.0,1,3,3,5,1,23,21,1
642926,80.0,2,4,3,4,1,36,46,1
1700802,150.0,4,6,5,5,1,33,293,1
1827401,100.0,1,4,5,5,1,42,189,1
1358462,100.0,2,3,1,5,1,40,1053,1
2010989,40.0,2,3,4,5,1,24,142,0
1297288,30.0,1,4,5,5,1,45,749,0
1784127,15.0,1,6,5,5,1,36,0,0
1958502,100.0,1,4,5,4,1,64,91,1
59312,8000.0,10,3,1,2,1,48,182,1
1585474,50.0,1,8,3,5,1,27,385,1
2149623,20.0,1,3,4,5,1,19,11,1
961827,780.0,16,4,4,4,1,30,1221,1
1515953,424.16,14,3,3,4,1,36,527,0
1701583,20.0,1,3,4,5,1,47,329,0
2026851,101.0,1,4,5,4,1,53,66,1
1529987,20.0,2,2,4,5,1,43,508,0
1322121,20.0,1,3,2,4,1,38,357,1
1723634,20.0,1,3,3,5,1,30,279,1
1010947,135.0,6,4,3,4,1,39,1556,1
2133658,60.0,3,3,3,4,1,24,131,1
1409205,18.0,1,9,3,3,1,27,629,0
1559581,40.0,1,1,4,5,1,28,466,1
864737,153.0,2,9,5,5,1,27,1255,1
1110987,30.0,1,3,4,5,1,34,2,0
1523127,1448.0,32,9,1,3,1,39,518,1
1607621,500.0,5,4,3,3,1,52,423,1
1951838,90.0,6,7,4,5,1,56,105,1
1312422,100.0,1,3,3,4,1,32,737,1
1075376,30.0,1,1,4,5,1,51,1016,1
1280473,50.0,2,3,3,5,1,33,767,0
1230689,87.0,2,3,2,5,1,33,833,1
2401340,300.0,1,3,5,4,1,56,3,0
476519,180.0,8,3,1,4,1,41,1505,1
1647141,50.0,1,4,4,5,1,44,285,0
1903516,1540.0,16,3,2,3,1,31,213,0
1827637,30.0,1,6,5,5,1,57,247,0
565049,80.0,2,3,4,5,1,43,1372,0
1616869,15.0,1,6,5,5,1,33,312,1
2367447,300.0,1,3,5,4,1,26,2,1
1144525,40.0,1,4,4,5,1,35,689,0
2137757,40.0,2,3,2,4,1,20,30,1
1296506,150.0,3,3,2,5,1,32,330,1
2102596,3695.12,43,6,1,3,1,28,139,1
822436,50.0,1,3,2,5,1,36,609,0
1516924,215.0,7,4,4,5,1,39,524,1
827826,80.0,1,3,3,5,1,26,1411,1
883371,870.0,27,4,1,3,1,29,1298,1
1239986,20.0,1,6,5,5,1,31,805,0
1119288,2720.0,20,4,4,3,1,32,683,1
1308965,22.0,1,3,3,5,1,55,546,1
1449180,205.0,7,1,2,3,1,46,612,0
1179867,1155.0,34,3,1,3,1,39,916,1
1524653,70.0,4,3,3,5,1,20,510,0
1695423,2050.0,5,3,2,3,1,27,335,1
1676508,230.0,4,3,4,4,1,25,348,1
1907354,100.0,1,9,5,5,1,61,0,1
2047326,230.0,12,3,2,4,1,30,148,1
1753596,5570.0,8,3,4,3,1,24,261,1
1796374,1011.0,10,5,3,4,1,27,281,1
1209995,6833.0,34,9,2,2,1,37,800,1
1546315,412.0,7,4,3,3,1,25,317,1
107056,2727.0,38,4,2,2,1,45,1400,1
1294470,30.0,1,6,3,5,1,34,736,0
2399560,70.0,4,4,4,5,1,35,89,1
1638280,20.0,1,6,4,5,1,31,331,1
1735073,30.0,1,3,3,5,1,35,268,0
1823179,40.0,2,1,3,5,1,23,245,0
888722,240.0,5,3,3,4,1,24,910,0
2076951,250.0,2,3,3,4,1,47,142,1
1057503,86.0,2,3,5,5,1,26,1075,0
2391951,40.0,2,4,4,5,1,38,3,1
2371371,15.0,1,1,5,5,1,84,56,0
1324001,1032.0,34,4,4,3,1,35,734,1
135043,1822.0,4,3,1,3,1,34,729,1
1322488,270.0,7,4,4,4,1,63,727,1
1173418,100.0,1,3,4,3,1,29,918,1
1939704,20.0,1,3,3,5,1,29,114,1
2401384,20.0,1,4,5,5,1,30,0,1
2400443,300.0,1,3,4,4,1,34,2,1
1243780,1100.0,10,3,1,2,1,41,812,1
743211,100.0,1,4,5,5,1,44,1540,1
2391059,436.11,20,4,3,3,1,28,80,1
974924,50.0,1,3,3,3,1,27,1173,1
1217902,75.0,4,3,4,5,1,21,272,1
1993370,30.0,2,9,4,5,1,20,134,1
1317016,140.0,2,4,5,5,1,25,648,1
2065815,137.0,4,3,1,5,1,44,145,1
1975755,769.0,30,3,1,4,1,55,174,1
2404361,50.0,1,3,2,5,1,30,76,0
1056211,15.0,1,3,4,5,1,43,923,0
1378470,1120.0,48,4,1,3,1,36,287,1
442456,120.0,5,3,2,5,1,42,1562,1
881876,5567.0,79,3,1,2,1,49,1303,1
1800226,560.0,18,4,2,3,1,20,286,1
1677021,100.0,5,3,1,5,1,26,362,1
1407638,105.0,7,1,3,5,1,20,115,0
979030,174.0,5,4,2,3,1,32,1175,0
2381860,800.0,3,3,2,4,1,35,107,1
1167157,115.0,3,7,4,5,1,26,110,0
1909202,20.0,1,4,5,5,1,36,162,1
1072528,14680.0,53,4,1,1,1,45,894,1
1707578,15.0,1,4,4,5,1,29,333,1
2409469,300.0,1,4,5,4,1,33,0,0
767151,105.0,7,3,4,5,1,30,1420,0
1411391,20.0,1,6,5,5,1,40,0,1
2401291,20.0,1,3,4,5,1,24,89,1
1934477,100.0,1,9,5,5,1,58,39,1
2140029,15.0,1,3,3,5,1,24,36,1
2029602,20.0,3,3,4,5,1,50,51,1
2378994,300.0,1,3,5,4,1,51,7,0
1944122,20.0,1,1,5,5,1,31,160,0
1681395,550.0,3,3,3,3,1,25,315,0
1662864,1190.0,24,4,5,4,1,52,343,1
2373673,356.0,9,3,2,4,1,25,98,1
1399925,183.0,8,3,2,4,1,26,640,1
808983,100.0,5,1,4,5,1,55,1458,0
869800,507.0,11,3,2,4,1,41,810,1
444887,15.0,1,9,4,5,1,34,1437,1
1444995,887.0,9,3,2,3,1,46,616,1
783782,20.0,1,2,5,5,1,47,1242,0
2056483,89.0,4,3,4,5,1,55,91,1
2075448,120.0,6,3,2,5,1,25,140,1
1422039,100.0,1,3,4,5,1,45,555,1
769527,643.0,16,3,1,4,1,40,1310,1
1104256,30.0,1,4,4,4,1,29,987,1
2003309,25.0,3,6,5,5,1,33,71,1
650425,12930.0,88,3,1,2,1,37,1257,1
2057317,368.0,16,3,1,4,1,24,147,1
725509,70.0,3,6,4,5,1,47,1260,1
2377892,30.0,1,2,4,5,1,50,100,0
1907923,100.0,1,9,5,5,1,41,114,1
748005,2914.0,101,4,1,2,1,41,1558,1
1258196,674.0,19,3,1,3,1,36,1141,1
1893677,50.0,1,3,5,5,1,30,47,0
2379905,300.0,1,3,5,4,1,41,4,0
719160,150.0,5,5,1,5,1,35,627,0
706432,120.0,4,4,5,5,1,31,1305,1
623506,5740.0,13,3,2,2,1,35,877,0
2380858,300.0,1,9,5,4,1,40,0,0
2401309,300.0,1,3,5,4,1,24,16,0
497792,20.0,1,3,2,5,1,39,1533,1
1631437,101.0,1,9,5,5,1,53,300,1
2071332,50.0,1,3,4,5,1,25,132,1
1596377,55.55,2,3,4,5,1,36,416,0
846447,316.0,13,3,2,4,1,28,1388,0
1479666,744.0,28,4,3,3,1,24,554,1
1628715,403.0,10,3,1,3,1,20,384,0
717621,2831.68,37,3,1,3,1,38,729,1
872834,41.0,1,1,5,5,1,29,1040,1
2067439,1528.0,19,3,2,3,1,22,143,1
2397408,20.0,1,6,5,5,1,29,2,0
1560350,200.0,2,4,5,4,1,26,381,1
1310317,290.0,11,3,2,4,1,36,145,0
2392018,120.0,3,3,2,5,1,18,58,1
1432766,38.8,2,3,1,5,1,55,620,1
1240949,40.0,1,1,4,5,1,37,815,0
1633604,15.0,1,3,3,5,1,31,368,0
1623275,120.0,2,3,3,4,1,28,391,1
708729,50.0,1,4,3,5,1,37,1234,1
628173,32781.0,42,3,1,1,1,36,1523,1
2371824,460.0,6,9,4,4,1,40,92,1
844273,1516.0,24,3,1,2,1,26,1397,1
1944485,101.0,1,9,5,4,1,34,107,1
721952,5.0,1,6,4,4,1,38,1567,0
1842752,390.0,13,2,3,4,1,42,233,0
1127318,550.0,13,3,2,4,1,26,968,1
1230715,15.0,1,6,5,5,1,33,0,0
1791251,173.0,3,2,3,5,1,21,107,0
1225930,20.0,1,3,4,5,1,29,783,1
1037733,6332.0,33,4,1,2,1,56,1091,1
1476660,1640.0,26,4,4,3,1,27,546,1
1859584,35.0,2,1,5,5,1,35,178,0
1067011,1851.0,13,4,3,2,1,39,1148,1
1834352,50.0,1,3,1,4,1,54,259,1
668022,1402.7,24,3,1,3,1,37,672,0
1977868,100.0,1,4,5,4,1,36,76,1
1340608,35.0,2,3,4,5,1,24,104,1
1518607,1405.0,22,3,2,3,1,31,314,1
1279024,370.0,18,3,2,4,1,42,767,1
1318526,2937.0,36,4,2,3,1,59,718,1
1123387,250.0,10,4,4,4,1,38,954,1
2384662,300.0,1,3,5,4,1,23,2,0
1147994,240.0,6,3,3,5,1,31,131,1
1349534,15.0,1,6,5,5,1,26,696,0
674836,38.0,2,4,3,5,1,39,972,1
2392296,70.0,1,9,5,5,1,21,19,0
1518332,15.0,1,3,2,5,1,27,55,1
2086564,241.0,8,3,2,3,1,35,142,0
1606513,150.0,1,3,1,4,1,45,426,1
2294253,100.0,1,9,5,4,1,24,35,1
509207,42.39,2,1,4,5,1,32,1529,0
2135854,200.0,3,3,2,3,1,39,92,1
1602805,380.0,5,4,4,3,1,38,426,1
2120446,100.0,1,9,5,4,1,42,47,1
1982286,35.0,2,1,4,5,1,46,149,0
646073,30.0,1,1,5,5,1,34,1395,0
853387,276.0,13,3,3,4,1,38,1405,1
1605316,100.0,1,3,1,4,1,29,409,1
2140357,15.0,1,3,2,4,1,36,50,1
1096850,2450.0,15,3,1,3,1,45,975,0
2093042,4430.0,31,3,4,3,1,25,137,1
1563186,15.0,1,9,5,5,1,30,356,1
493610,19753.0,20,3,2,1,1,28,553,1
1837271,80.0,2,6,3,5,1,46,65,0
1060981,3621.0,83,3,1,1,1,44,797,0
1966682,1590.0,37,3,2,3,1,30,110,1
1520342,2120.0,18,4,2,3,1,28,522,1
896290,740.0,12,4,4,3,1,38,1364,1
1049280,265.0,5,3,2,5,1,35,1057,1
2123404,42.0,2,3,4,5,1,32,133,0
2123812,15.0,1,3,3,5,1,34,55,1
1574592,15.0,1,3,4,5,1,28,433,1
1619983,46.0,2,3,2,4,1,20,337,1
1979294,30.0,1,3,3,5,1,22,93,1
1066638,15.0,1,2,4,5,1,56,1014,1
590739,65.0,3,3,4,5,1,48,965,0
2370100,820.0,3,3,2,3,1,32,45,1
1630132,15.0,1,3,3,5,1,25,164,1
875641,30.0,1,3,3,5,1,27,222,1
2381828,300.0,1,3,5,4,1,52,1,0
1933502,40.0,2,3,3,5,1,47,179,1
2131349,60.0,3,3,4,4,1,36,113,1
2405298,300.0,1,3,4,4,1,23,6,1
1718251,20.0,1,3,2,3,1,23,328,1
1633389,1130.0,7,3,2,3,1,39,388,1
1278279,40.0,1,1,3,5,1,51,727,1
1213056,29.0,1,3,4,4,1,25,383,1
1824068,30.0,1,3,4,5,1,41,269,1
1425339,60.0,2,3,2,5,1,29,508,0
1660560,60.0,3,3,3,5,1,31,232,1
2012797,15.0,1,3,4,5,1,18,146,1
772554,13.0,1,1,4,5,1,40,564,0
1587419,20.0,1,3,4,5,1,35,341,0
1058320,155.0,5,4,4,5,1,35,412,1
2084069,60.0,4,3,3,5,1,22,90,0
890646,60.0,3,3,4,5,1,36,1345,1
1266024,20.0,1,6,5,5,1,38,535,1
495197,1874.0,32,4,1,2,1,41,1233,1
1028347,35.0,2,3,4,5,1,23,1030,0
1730365,40.0,2,4,5,5,1,26,216,1
1452507,140.0,7,6,2,5,1,34,307,1
2114426,24.0,2,3,4,5,1,23,136,1
1166199,2126.0,24,4,2,3,1,41,920,1
1020184,915.0,11,4,2,3,1,35,1113,1
1547602,45.0,3,7,4,5,1,27,479,1
520665,50.0,3,4,4,5,1,32,595,1
1570776,40.0,1,3,5,5,1,31,343,0
1916278,100.0,1,4,5,5,1,21,112,1
1802967,5560.0,31,3,1,2,1,46,284,0
658934,20.0,1,4,5,5,1,37,341,0
683502,200.0,2,4,4,4,1,38,1494,1
2071116,50.0,1,1,4,5,1,32,144,0
2151909,40.0,4,9,5,5,1,26,112,1
2140231,55.0,2,3,4,5,1,26,32,1
2091534,20.0,1,1,5,5,1,49,119,0
1069076,1320.0,44,4,3,4,1,26,942,1
1958433,20.0,1,3,3,5,1,51,182,1
1756984,1848.0,30,3,3,3,1,24,310,0
2398848,40.0,2,3,2,5,1,44,84,1
580111,35.0,2,3,2,5,1,25,676,0
1799669,445.0,6,3,2,4,1,42,229,1
1408491,20.0,1,3,4,5,1,32,583,1
1815291,150.0,2,3,4,3,1,31,182,0
1729402,20.0,1,3,5,5,1,55,24,0
1671314,55.0,2,3,2,5,1,37,368,1
1159805,2579.0,23,4,3,2,1,28,912,1
840691,55.0,3,4,2,3,1,53,315,1
719959,250.0,3,4,5,5,1,42,1470,1
2067202,30.0,1,3,4,5,1,58,131,1
1158836,15.0,1,6,3,5,1,33,994,0
1935262,495.0,24,3,1,4,1,50,196,0
706754,20.0,1,3,3,5,1,28,1501,0
896129,50.0,1,7,5,5,1,27,1263,0
1069184,161.0,6,3,2,4,1,54,718,1
1777231,20.0,1,6,5,5,1,46,241,0
933560,20.0,1,3,4,5,1,34,1218,1
2411566,15.0,1,3,4,5,1,18,9,1
1922788,136.0,9,4,3,4,1,19,50,1
2399097,200.0,2,3,2,4,1,32,57,1
1160226,93.79,1,3,3,2,1,23,918,1
1500764,3321.0,7,3,3,2,1,36,319,1
1723101,20.0,1,3,2,5,1,42,319,1
2148306,101.0,1,3,5,4,1,30,43,1
1086047,480.0,14,3,2,4,1,66,981,1
2378762,300.0,1,3,5,4,1,30,0,0
1436377,355.0,10,3,4,5,1,28,606,1
1483308,805.0,28,3,1,4,1,34,537,1
1656546,20.0,1,6,5,5,1,27,295,0
589755,257.0,9,3,2,4,1,36,670,1
536151,187.0,10,3,2,4,1,30,444,0
2070187,200.0,2,3,3,4,1,48,83,1
1916147,100.0,1,4,5,5,1,58,121,1
593649,23251.0,18,3,1,1,1,31,1397,1
1607049,200.0,7,3,4,4,1,24,290,0
1457969,1050.0,10,3,2,4,1,28,591,1
1910414,109.0,2,3,2,3,1,43,193,1
707647,728.0,24,6,3,4,1,34,127,1
713968,35.0,3,3,4,5,1,38,1296,1
935826,30.0,1,7,3,5,1,34,842,0
2157505,60.0,3,3,2,5,1,33,126,0
787752,45.0,2,2,3,5,1,37,820,0
1015773,600.0,6,4,3,2,1,33,1109,1
1845338,318.0,8,3,4,4,1,27,256,1
1176145,15.0,1,4,4,5,1,31,816,0
2057064,40.0,2,3,1,4,1,46,145,1
1905831,20.0,1,3,4,5,1,37,100,0
1329591,15.0,1,4,5,5,1,22,298,1
1608716,140.0,7,3,1,5,1,56,424,0
847000,294.0,6,3,2,3,1,30,887,1
2150169,60.0,1,3,4,5,1,61,49,1
2068576,30.0,1,3,4,5,1,30,43,0
929203,20.0,1,6,5,5,1,47,1119,1
1111486,1386.0,3,3,2,4,1,42,660,1
841356,440.0,11,3,1,4,1,45,1414,1
1484446,100.0,1,3,2,4,1,28,552,1
2013658,30.0,2,3,2,5,1,29,87,1
802133,80.0,3,3,5,5,1,23,1307,0
1980683,102.0,5,3,4,5,1,32,5,0
1489057,20.0,1,4,4,5,1,22,418,1
592063,90.0,4,3,2,5,1,30,1222,0
1177437,100.0,1,4,5,5,1,45,336,1
971263,555.0,11,3,1,4,1,54,1096,1
1973717,249.0,6,3,2,4,1,21,165,1
1946488,100.0,1,4,5,4,1,53,93,1
2108500,2532.0,25,3,1,3,1,22,126,1
2113577,45.0,3,3,3,5,1,20,99,0
1431633,115.0,7,3,2,5,1,48,627,0
940037,40.0,2,1,4,5,1,40,1129,0
1153016,1957.0,112,4,1,3,1,35,204,1
2122344,1870.0,11,3,3,3,1,30,60,1
1367257,75.0,1,3,1,2,1,46,668,1
1266177,100.0,1,4,5,5,1,40,690,1
2385164,300.0,1,3,5,4,1,28,11,0
1243056,125.0,2,3,3,4,1,22,770,0
852366,321.0,6,3,2,3,1,24,1395,1
1878883,1084.0,24,4,3,4,1,27,179,1
2388224,30.0,1,4,5,5,1,24,73,1
1911259,15.0,1,3,4,5,1,48,2,0
2401499,321.0,15,4,5,5,1,33,88,1
893614,170.0,5,3,1,4,1,45,1477,0
774240,1792.0,4,3,3,2,1,29,1455,1
814636,450.0,4,3,2,4,1,31,941,1
2411380,5.0,1,6,5,5,1,29,0,0
1201130,40.0,2,3,2,4,1,36,883,1
1852359,40.0,1,3,4,5,1,49,172,1
1730255,7460.0,65,4,1,1,1,25,320,1
756553,182.0,3,3,3,4,1,26,793,1
1769312,125.0,5,3,3,4,1,25,297,1
694296,38.0,1,3,4,5,1,43,1459,1
1294277,3724.57,145,3,1,2,1,41,725,1
1174130,530.0,13,4,1,4,1,66,921,1
2397100,3135.0,17,6,2,2,1,28,93,1
1352994,295.0,12,3,2,4,1,47,1249,1
1131868,30.0,1,6,5,5,1,29,877,1
1944618,101.0,1,9,5,4,1,22,104,1
1906788,101.0,1,9,5,4,1,58,115,1
1213844,70.0,4,6,5,5,1,21,30,1
1901550,20.0,1,4,5,5,1,20,214,0
735795,1111.0,28,3,1,2,1,31,1323,1
1278857,15.0,1,3,2,5,1,36,754,1
780199,681.0,6,3,2,3,1,26,1020,1
1282307,1573.0,9,3,1,3,1,44,267,1
1474996,43.0,2,3,3,5,1,28,562,0
1840424,15.0,1,3,3,5,1,19,197,0
1309253,15.0,1,4,5,5,1,38,81,0
